PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,Revenue
-3.0151448204383327,3.8536351267677733,0.5838306224844743,2.003171391842131,-0.1494968661523237,-0.030895471727268673,-0.8554236308875315,0.010359212253519,-0.156785796853008,0
-1.6408829577927897,0.8424216837263674,-0.6709304668629194,-0.2701980082929771,0.4896068803516755,0.37375768804441806,-0.266363689484775,-0.6244564261928995,-0.6106305864456282,0
-3.135711466059893,2.7215789934752137,2.7464027387245333,1.2569019387992546,0.0038327304463635897,0.370507332833681,-1.009307610068713,0.2615412293973006,2.2798972466243006,0
-2.1254466678658197,1.3234832260461196,0.6533052706472793,0.10510060298290132,0.44837940187361763,0.4014161695096331,-0.3224094771596613,-0.2467800768141417,-0.44644750579064524,0
-1.137884122161479,0.18015579038255455,-0.08146697864939036,-0.6835980783364017,0.5721203531206949,0.5537731630978814,1.4567565371967137,0.9674244955027992,-0.3453274124290887,0
-1.13726333827204,0.34120034547925665,-0.9299775215904831,-0.6625400416236643,0.6341362348091499,0.29959957850583235,-0.15445733769254988,-0.6113203980737333,-0.71535868527369,0
-3.2088858176430484,3.4358899310609328,2.095331669391455,1.0330545842329328,1.3000790109795748,0.6415574752232892,-0.8699126445176832,0.14735798374908518,0.34086478711203816,0
-2.921938575987061,3.495507484080301,0.9668812195620314,1.9916897436238752,-0.26995510615856877,0.36121325251825853,0.6408955373699955,1.77961892255267,0.08513837467006787,0
-1.9065911228639032,1.4333028341004317,-0.38915279992655366,-1.2322140115526807,2.759133665960632,1.4010512776807211,-0.2098465127860357,0.00980568948854923,-0.3831293577214899,0
-1.0765149958957707,0.3285375450524316,-0.598034612088765,-1.4209091212595208,1.9575465374154155,0.790221807041292,-0.14958255073571322,-0.6639469840459926,-0.6365164114462349,0
-1.3228064559241777,0.7875036868479423,-1.323712277017115,-0.2911109106087854,0.40075168331614597,0.28165372512371767,-0.39114641303443126,-0.5554396179282838,0.1779276139211624,0
-1.196098940306949,0.9036878414003668,-1.3025320781636487,-0.9244873895647333,1.5796685887888917,0.7241111762819747,-0.3747742640935524,-0.2810662864897229,0.5098391275196607,0
-1.1238801648316954,0.5581117594680693,-1.7195580405911826,-0.4676778547170064,0.4791427947686899,0.2786718337663659,-0.2130885292374284,-0.5986165000819682,-0.609664303249204,0
-1.4567690943607634,0.14917174933254773,-0.13631914098101705,-0.7508892274502917,0.7946109175239313,0.42641642110719513,-0.2811163993619229,-0.9326753575095675,-0.6357952805770561,0
-1.676926900427104,0.49704694992776377,0.03302883765564181,-0.5048872855786007,0.5569440860541365,0.49504137781563445,-0.2667757693162854,-0.5115997052907386,-0.07345167399206858,0
-0.1265487448145637,0.2586321255684159,-0.9893752359649441,-0.7291247006772538,0.44917548924200457,0.20916490636887092,-1.029247115231383,-0.3281527580610489,2.4300114595241564,0
-3.0598765669103725,3.629871574702448,0.9626880430226369,1.9092628327121874,-0.1620915383644336,0.05441205554586528,-1.0010215438057781,0.1311649431885689,0.828507397541027,0
-0.8939987408446917,0.2567413674758659,-1.9265457586047379,-0.5380603884205148,0.3201754268309989,0.5085066899892368,1.3894214696725466,0.9565674196827081,-0.16910442930320133,0
-1.6644837662251433,0.8141717495254458,-0.5889122889611282,-0.2763934840863643,0.5027724442036139,0.3919163805555614,-0.24379473081329317,-0.5534606690458121,-0.6844030274450361,0
0.18919820018497796,0.028959632405148966,-0.06028486067705135,-1.3165924758607448,1.117759891584313,-0.3195683309350861,-0.23813359206459572,-0.7713904622519578,0.4893507475787241,0
-1.3493442884120455,0.5686373898959387,-1.0764517344699995,-2.0107734434815763,3.169391795887649,1.9737395770147528,1.247616919601254,1.359848367788953,1.3274648957506752,0
-3.066717140433097,3.1419079673399497,2.1546698217914426,1.4598679718207475,0.20185822930260433,0.14975215432592576,-0.6562286846983159,0.045398595762566454,-0.5414462623195128,0
-1.3121813589899165,-0.020715152945325027,-0.36722152785922785,-0.8713747119561486,0.7149178019982358,0.5200894312469062,-0.001424144166213599,-0.4548917457184876,-1.0256411925043716,0
-1.9266082743559716,1.2310587233344836,-0.022797332733941356,-1.3799463374654495,2.925643968552896,1.4157166878862104,-0.20404270713709183,-0.20512618359080007,-0.7135674401571493,0
-3.0069118187516817,3.2288512519530976,1.3162941302151772,1.7439459107149748,-0.262622407048301,0.3741774345743368,0.5717726039985507,1.441045635753126,1.3762980445884523,0
-1.3224433089524523,0.16595620141951678,-1.1108376257243904,-0.5921625472028678,0.32254235717993374,0.4901241984773516,-0.748344280002881,-0.6470361619450455,2.406238911908099,0
0.04238646295762363,0.1964426156994886,-0.9795332395039573,-0.7863320324896733,0.6319065091774883,0.3802071360209163,-0.6872565080132216,-0.15663538336492508,-0.7641460199392902,0
-1.8201868683472309,1.6022522402808161,-0.9311980143200612,0.32840687438701355,0.2741758311937653,0.22363865526016175,-0.4050948270975552,-0.37086232174610456,-0.5155236401437795,0
-1.4730634507748572,0.030133241174255858,-0.0029790132676295383,-1.162746935458102,1.4518662514487122,0.7285616252451608,-0.26651235509001925,-0.9300009937265771,-0.648383722628693,0
-0.10139964319951567,0.40997869448034924,-0.03420132950702775,0.7036609005770967,3.0513130138288864,0.274948999339956,2.9688259434096162e-05,-0.38276196391126954,-0.6232233790692426,0
-1.6847979493841874,0.85383183774711,-0.9419953241979204,-0.143059896472061,0.2687914695903791,0.41703748844502553,-0.6407071691592717,-0.5366549688104597,1.3194290654939513,0
-1.470274422685879,0.2502953638296936,-0.8515083787931935,-0.3791492172767586,0.22187171397062763,0.7312892580228281,0.9919058006010172,1.0262899964090848,1.6238505186509626,0
-1.128606758064356,0.23192848808871228,-1.2230552362161555,-0.7316866562894143,0.6028798771547349,0.3590707938828822,-0.1817223413076508,-0.8035222440990798,-0.5907349395810486,0
-1.5710295079568803,1.2954878354405135,-1.1418297362361043,0.08328441293411311,0.28018815005390035,0.21030730837826725,-0.5282551054724529,-0.5769403070481036,0.3660683867189721,0
-1.0790929115509282,0.4309967214071014,-1.0679699847974613,-0.6362086894416035,0.6097339025688205,0.25213967876254517,-0.20095444637472556,-0.7516943565644906,-0.5625074481482848,0
-0.005320138911582893,0.3620794550437019,-0.4202975704831546,-1.0382355078389585,0.8151354683988482,-0.32289394276867317,-0.48812213756649137,-0.7237228926467733,1.7973726009296935,0
-1.3041743047564425,0.36908754145367234,-0.25738296596295285,-0.5027805229535279,0.4473293992542801,0.6036549817315353,1.4587727621358273,1.0923072609497326,-0.3713537051161636,0
-1.2345357418011362,0.4274514448384529,-0.3287706899802582,-1.7772942266560279,2.729901491435371,1.7030891793960492,-0.7398422270717583,0.1412946076771642,1.7227918070589556,0
-1.757933662099862,1.3371199640915399,-0.46830780556925256,-0.9571846129133977,2.2137752553938923,1.0856616642192498,-0.17833342656803758,-0.092911549362627,-0.7343384082900579,0
-1.0635778405720315,-0.2551828433643453,-0.1199080773610207,-1.0736389719944357,0.9531268243071132,0.37698051427514023,-0.1364361259947572,-0.773498376827514,-0.8711368676269946,0
1.0449903027718934,0.18880263351472795,-0.09506263230588982,-1.3967019598013977,1.0618041012983732,-0.6361375160547185,-0.5039325759836856,-0.4335054393508377,1.9939206300288344,0
-1.6521692468222224,1.264488393042453,-1.357206811724166,-0.9544468084939979,2.0462382964462895,1.1125565728489104,-0.3538099777776342,-0.2089695404198363,0.17699174029879325,0
-0.9609323617780267,0.18708292249578465,-1.5522320826965303,-0.7042746630001407,0.5028582654263917,0.3134773288483579,-0.3458284283300509,-0.5748613687512225,0.43703402000743974,0
-1.5446423662257216,0.44230422901194166,-0.3053591483672411,-1.2388984054433485,1.7694904895335997,1.0261487326882228,-0.08906291179156088,-0.2976401418618612,-0.5318804001908024,0
-1.378358504311413,0.09994161958346479,-0.1685209639216692,-0.8438564524707823,0.6645353089920182,0.5351355349859985,0.06299370682751204,-0.4047760433891494,-1.034335529819887,0
-0.8540586114450628,-0.10218643750795306,-0.3027540473354202,-1.404378860810573,1.5534814017727756,0.49099925101760084,-0.1276458654795862,-0.7751217678946938,-0.7398120838848788,0
-1.2956754794875711,0.998795479924282,-1.4912060384699954,-0.18183186550401217,0.40931545546859904,0.18789823172318876,-0.3006859114509334,-0.577396504270608,-0.4946835934012011,0
-2.160565639983777,1.677134351095278,0.6138742213487292,-0.023710936939100615,1.0076670817734927,0.5765153101468801,-0.27469962107166945,-0.134150378985931,-0.7561079249654157,0
-0.7651900480206479,-0.11670643280337117,-0.6354044491378864,-1.0977026153129494,0.8182513277894841,0.290529309155112,0.020454172909953616,-0.6185175694478067,-0.8688959165248641,0
-3.2392516910799793,3.8866803803578227,1.6039255904852752,0.9839546116971695,1.6975576181583913,0.8482067146255285,-0.811288644961373,0.4401899194660768,0.34710760217331893,0
-3.0068785416406114,3.550604401220103,0.8064027387686584,2.0065609505095194,-0.35486198565619376,0.2970159865379439,0.6314886823340596,1.7189949328972947,0.9029580355624455,0
-1.2107512761664665,0.2763465399922615,-0.4402450420113596,-1.0842847045051454,1.2821362255386888,0.6378004785151237,-0.02145454960324191,-0.4260127383706204,-0.8817412497597379,0
-1.9409149363712053,1.1348026893787835,-0.04055674975703302,-1.6021016592059376,3.207488593983639,1.9704325920625438,1.1489723891817956,1.3516111337704433,0.9939612633111223,0
-1.4932224776124894,0.14628619319241154,0.293403086324116,-0.8133973250249442,0.7012569459096072,0.5284800102263936,-0.060514344195788085,-0.48242556812534265,-0.6096457918903686,0
